TransactionID,CustomerID,Amount,Currency,TransactionDate,TransactionType,Category,MerchantID,TransactionStatus,PaymentMethod,Location,TransactionTime,FraudFlag,TransactionFee,MerchantCategory,CustomerAge,DeviceType
TXN2739,CUST446,161.62,EUR,01/08/2023,Credit,Groceries,MER113,Pending,Credit Card,Tokyo,22:36,1,17.77,Bank,41,ATM
TXN8176,CUST850,2959.86,USD,01/22/2023,Credit,Travel,MER457,Completed,Bank Transfer,Paris,04:16,0,21.34,Online Retailer,35,Mobile
TXN5783,CUST389,1390.17,USD,04/03/2023,Credit,Electronics,MER116,Pending,Bank Transfer,New York,23:27,1,3.19,Bank,38,Mobile
TXN1906,CUST117,928.87,USD,02/05/2023,Debit,Travel,MER902,Failed,Bank Transfer,Toronto,00:52,1,24.68,Physical Store,45,Mobile
TXN2575,CUST295,2253.77,EUR,08/09/2023,Credit,Groceries,MER561,Pending,E-Wallet,Paris,17:58,1,31.71,Bank,64,Desktop
TXN5723,CUST695,4794.56,GBP,11/09/2023,Credit,Clothing,MER922,Pending,Credit Card,Tokyo,21:57,0,26.18,Online Retailer,29,Desktop
TXN9368,CUST891,3552.0,GBP,04/08/2023,Credit,Groceries,MER254,Failed,E-Wallet,London,20:12,0,15.0,Online Retailer,60,Mobile
TXN9644,CUST146,3778.18,USD,06/10/2023,Credit,Entertainment,MER268,Failed,Debit Card,Berlin,01:17,0,22.93,Restaurant,36,Mobile
TXN5975,CUST276,1070.56,USD,12/04/2023,Debit,Electronics,MER565,Failed,Bank Transfer,Paris,21:11,0,3.37,Online Retailer,53,ATM
TXN9659,CUST599,955.16,GBP,02/02/2023,Debit,Healthcare,MER634,Completed,E-Wallet,Berlin,02:10,0,6.17,Bank,35,Desktop
TXN3864,CUST348,3922.84,EUR,01/25/2023,Debit,Electronics,MER190,Completed,Bank Transfer,Paris,16:30,1,2.4,Physical Store,50,Desktop
TXN2849,CUST568,4531.16,USD,11/11/2023,Debit,Groceries,MER239,Pending,Bank Transfer,London,01:26,1,7.74,Physical Store,55,Mobile
TXN4658,CUST404,4701.98,EUR,11/09/2023,Credit,Travel,MER314,Completed,Credit Card,London,14:23,1,22.31,Online Retailer,29,Mobile
TXN1248,CUST242,2113.63,GBP,06/19/2023,Debit,Clothing,MER543,Pending,Bank Transfer,Toronto,05:22,1,20.47,Bank,70,Desktop
TXN1860,CUST721,590.36,GBP,05/18/2023,Credit,Healthcare,MER626,Failed,Credit Card,Berlin,11:31,1,48.21,Online Retailer,70,Desktop
TXN8412,CUST653,3052.84,USD,08/11/2023,Debit,Clothing,MER436,Failed,E-Wallet,Tokyo,06:52,1,25.67,Physical Store,65,Desktop
TXN4024,CUST835,1306.43,GBP,11/26/2023,Debit,Healthcare,MER812,Pending,Credit Card,Toronto,12:32,0,18.45,Physical Store,25,Mobile
TXN5112,CUST544,1237.63,EUR,08/20/2023,Credit,Groceries,MER809,Completed,Credit Card,New York,21:31,0,17.9,Bank,25,Mobile
TXN3707,CUST309,4890.69,GBP,01/28/2023,Debit,Healthcare,MER382,Completed,Credit Card,Berlin,11:05,0,32.53,Bank,65,Desktop
TXN1006,CUST417,3532.83,EUR,01/27/2023,Credit,Electronics,MER197,Completed,Bank Transfer,Berlin,07:59,1,16.41,Online Retailer,20,ATM
TXN4508,CUST801,4849.96,EUR,12/11/2023,Credit,Electronics,MER963,Pending,Credit Card,Toronto,19:38,0,35.68,Online Retailer,53,ATM
TXN6709,CUST172,4231.46,USD,05/05/2023,Debit,Travel,MER803,Pending,Bank Transfer,Paris,14:39,1,12.52,Physical Store,31,ATM
TXN5972,CUST148,3048.73,USD,04/20/2023,Credit,Entertainment,MER427,Pending,Bank Transfer,Toronto,05:26,1,19.22,Physical Store,64,Mobile
TXN7153,CUST798,2747.13,EUR,10/21/2023,Credit,Clothing,MER580,Pending,Debit Card,Tokyo,06:02,1,46.29,Online Retailer,26,Mobile
TXN3042,CUST645,3954.93,GBP,04/24/2023,Debit,Groceries,MER973,Completed,Debit Card,Toronto,21:21,0,33.96,Physical Store,25,Mobile
TXN1576,CUST296,4583.55,GBP,09/04/2023,Credit,Travel,MER134,Failed,Credit Card,New York,22:53,1,49.88,Online Retailer,75,Mobile
TXN2951,CUST612,2296.63,USD,12/24/2023,Credit,Electronics,MER730,Pending,E-Wallet,Berlin,00:51,0,3.67,Physical Store,28,Mobile
TXN8783,CUST483,4932.67,USD,07/05/2023,Credit,Electronics,MER878,Failed,E-Wallet,Tokyo,23:23,1,24.72,Bank,49,Desktop
TXN1674,CUST801,3417.06,EUR,04/04/2023,Debit,Travel,MER124,Completed,E-Wallet,New York,10:02,0,10.7,Bank,67,ATM
TXN5864,CUST592,4122.44,USD,04/15/2023,Credit,Electronics,MER188,Completed,Debit Card,Toronto,09:02,0,2.06,Online Retailer,32,Desktop
TXN1830,CUST898,2654.22,EUR,09/08/2023,Debit,Clothing,MER899,Failed,Bank Transfer,Tokyo,10:12,1,36.28,Online Retailer,69,Mobile
TXN2048,CUST552,592.21,EUR,01/15/2023,Debit,Travel,MER566,Completed,E-Wallet,Tokyo,19:14,1,34.02,Bank,41,Desktop
TXN6767,CUST181,1305.43,EUR,05/16/2023,Debit,Healthcare,MER522,Completed,Credit Card,Berlin,01:58,0,5.73,Online Retailer,50,Desktop
TXN1818,CUST697,995.74,USD,03/03/2023,Debit,Healthcare,MER742,Pending,Bank Transfer,London,21:23,0,26.08,Physical Store,39,Mobile
TXN1999,CUST530,778.11,EUR,04/11/2023,Debit,Entertainment,MER939,Failed,E-Wallet,Toronto,21:35,1,5.66,Bank,68,Mobile
TXN5400,CUST874,1420.9,EUR,11/11/2023,Credit,Entertainment,MER829,Pending,E-Wallet,Berlin,06:54,0,45.62,Bank,31,ATM
TXN2387,CUST522,3187.32,EUR,05/27/2023,Debit,Entertainment,MER381,Pending,E-Wallet,Toronto,15:06,1,45.31,Bank,56,Desktop
TXN4048,CUST203,4706.27,GBP,04/12/2023,Credit,Clothing,MER353,Failed,Debit Card,Toronto,23:03,0,43.89,Restaurant,33,Mobile
TXN5261,CUST667,1351.29,USD,03/07/2023,Debit,Healthcare,MER967,Failed,Credit Card,Tokyo,22:18,1,48.33,Bank,71,ATM
TXN5194,CUST804,2488.61,USD,07/28/2023,Debit,Electronics,MER235,Completed,Bank Transfer,New York,11:37,1,47.59,Physical Store,48,Desktop
TXN2445,CUST473,2769.36,USD,06/26/2023,Credit,Groceries,MER288,Pending,Debit Card,Tokyo,01:32,1,46.65,Physical Store,64,Desktop
TXN4681,CUST335,1461.35,GBP,09/10/2023,Debit,Clothing,MER275,Completed,Credit Card,Paris,19:35,1,3.66,Bank,63,ATM
TXN7050,CUST521,3941.03,EUR,02/19/2023,Debit,Clothing,MER375,Pending,Debit Card,Tokyo,03:07,0,3.51,Online Retailer,62,ATM
TXN8412,CUST555,4245.64,USD,06/19/2023,Debit,Entertainment,MER472,Completed,Credit Card,Paris,18:29,1,44.42,Restaurant,56,Desktop
TXN6999,CUST883,78.97,USD,08/20/2023,Credit,Groceries,MER296,Failed,E-Wallet,New York,20:44,1,29.03,Restaurant,53,ATM
TXN3512,CUST290,1975.4,USD,04/12/2023,Credit,Travel,MER212,Failed,Bank Transfer,Tokyo,14:09,0,3.64,Restaurant,52,Desktop
TXN4963,CUST593,3923.66,USD,01/24/2023,Credit,Electronics,MER596,Pending,Credit Card,New York,12:55,1,23.77,Restaurant,18,Mobile
TXN1078,CUST511,2687.99,USD,08/11/2023,Debit,Electronics,MER672,Pending,Credit Card,London,10:53,1,11.64,Online Retailer,67,Mobile
TXN2729,CUST420,216.69,EUR,01/25/2023,Credit,Groceries,MER961,Completed,Bank Transfer,London,11:21,0,21.28,Bank,66,Mobile
TXN4182,CUST727,2556.7,GBP,11/19/2023,Debit,Healthcare,MER916,Failed,E-Wallet,New York,02:06,0,17.11,Online Retailer,66,ATM
TXN1021,CUST304,1597.4,GBP,02/01/2023,Credit,Electronics,MER221,Completed,Credit Card,Berlin,23:51,1,11.59,Physical Store,33,ATM
TXN3028,CUST774,621.97,GBP,02/08/2023,Debit,Electronics,MER728,Completed,Credit Card,London,21:16,0,13.19,Online Retailer,35,Mobile
TXN1095,CUST705,2104.66,USD,05/20/2023,Credit,Clothing,MER751,Completed,E-Wallet,Toronto,01:16,0,42.17,Bank,75,Desktop
TXN6000,CUST561,3231.19,EUR,02/12/2023,Credit,Entertainment,MER388,Completed,Credit Card,New York,03:47,1,29.72,Restaurant,55,ATM
TXN9202,CUST362,3163.7,USD,12/24/2023,Debit,Healthcare,MER851,Pending,Bank Transfer,Berlin,11:03,1,5.55,Online Retailer,65,Mobile
TXN2398,CUST911,1407.9,EUR,12/10/2023,Debit,Electronics,MER388,Completed,E-Wallet,Toronto,04:53,1,10.42,Restaurant,43,Desktop
TXN4008,CUST871,1718.87,EUR,11/25/2023,Debit,Travel,MER898,Pending,Bank Transfer,Toronto,09:04,1,32.2,Bank,55,Desktop
TXN4765,CUST316,1487.6,USD,04/25/2023,Credit,Groceries,MER746,Pending,E-Wallet,London,23:39,0,13.67,Online Retailer,27,Desktop
TXN7872,CUST852,1665.41,USD,07/17/2023,Credit,Healthcare,MER575,Failed,E-Wallet,Toronto,13:28,1,27.15,Online Retailer,59,Desktop
TXN8242,CUST503,522.95,USD,07/14/2023,Debit,Travel,MER407,Pending,Bank Transfer,London,23:19,1,38.5,Restaurant,45,Desktop
TXN3193,CUST850,4553.05,USD,02/17/2023,Credit,Electronics,MER870,Pending,Credit Card,Toronto,16:44,0,47.83,Online Retailer,75,Mobile
TXN1002,CUST684,746.5,EUR,12/17/2023,Credit,Groceries,MER978,Completed,Debit Card,Tokyo,04:47,0,12.42,Restaurant,44,ATM
TXN3343,CUST768,2945.39,USD,05/01/2023,Credit,Groceries,MER991,Failed,Bank Transfer,New York,09:20,1,41.49,Restaurant,64,Mobile
TXN6257,CUST826,2752.61,EUR,03/08/2023,Debit,Travel,MER739,Pending,Bank Transfer,Paris,06:27,1,1.94,Physical Store,65,ATM
TXN4702,CUST943,3491.15,GBP,08/07/2023,Debit,Electronics,MER387,Pending,Credit Card,Tokyo,08:06,1,45.54,Bank,32,Mobile
TXN7919,CUST981,1940.76,EUR,02/09/2023,Credit,Entertainment,MER389,Failed,Credit Card,London,06:37,0,39.36,Restaurant,46,Mobile
TXN4219,CUST994,3396.65,USD,01/23/2023,Credit,Travel,MER200,Completed,E-Wallet,London,10:07,0,36.89,Physical Store,19,ATM
TXN7076,CUST511,2646.09,EUR,05/16/2023,Credit,Clothing,MER356,Completed,E-Wallet,London,15:58,0,46.41,Bank,62,Mobile
TXN3553,CUST621,1192.65,EUR,04/22/2023,Credit,Healthcare,MER991,Pending,Debit Card,London,15:32,0,40.5,Restaurant,50,Desktop
TXN3736,CUST368,2866.35,USD,09/23/2023,Debit,Healthcare,MER629,Pending,Bank Transfer,Toronto,06:54,1,2.67,Physical Store,74,Mobile
TXN7697,CUST325,97.19,GBP,02/19/2023,Debit,Entertainment,MER252,Completed,Debit Card,Toronto,05:29,0,33.56,Bank,51,Desktop
TXN7033,CUST831,3201.77,USD,04/02/2023,Debit,Groceries,MER705,Completed,Credit Card,London,02:54,1,20.11,Online Retailer,59,ATM
TXN8282,CUST170,1320.3,EUR,08/05/2023,Credit,Clothing,MER975,Failed,Debit Card,London,11:37,1,22.25,Physical Store,60,ATM
TXN6197,CUST752,2201.42,USD,07/15/2023,Debit,Travel,MER674,Completed,Credit Card,London,17:22,1,41.51,Online Retailer,51,Mobile
TXN3601,CUST934,805.61,USD,11/11/2023,Credit,Electronics,MER874,Completed,Credit Card,New York,04:20,0,23.56,Physical Store,65,ATM
TXN5057,CUST319,2684.4,GBP,06/28/2023,Credit,Clothing,MER507,Pending,Credit Card,Berlin,23:24,0,31.95,Restaurant,49,Mobile
TXN2455,CUST511,2371.05,EUR,09/07/2023,Debit,Healthcare,MER657,Completed,Credit Card,Tokyo,01:31,1,28.29,Online Retailer,22,Desktop
TXN6533,CUST506,4807.0,USD,12/22/2023,Debit,Entertainment,MER201,Failed,Bank Transfer,New York,17:34,0,6.13,Bank,34,ATM
TXN9929,CUST283,4357.06,USD,06/01/2023,Credit,Travel,MER596,Pending,Bank Transfer,New York,20:24,1,12.8,Online Retailer,55,Desktop
TXN3872,CUST257,1086.96,GBP,02/25/2023,Debit,Travel,MER172,Failed,Debit Card,New York,11:56,0,19.55,Physical Store,58,Mobile
TXN8765,CUST482,3024.94,EUR,10/11/2023,Debit,Clothing,MER400,Failed,Debit Card,Paris,05:12,1,27.26,Physical Store,54,Desktop
TXN5054,CUST329,1337.41,EUR,12/05/2023,Credit,Electronics,MER269,Failed,Bank Transfer,Paris,21:59,0,28.42,Online Retailer,61,ATM
TXN9717,CUST572,1870.4,USD,04/18/2023,Debit,Clothing,MER845,Completed,E-Wallet,Paris,17:14,1,10.78,Bank,46,ATM
TXN5517,CUST595,4768.75,EUR,06/01/2023,Credit,Groceries,MER875,Pending,E-Wallet,Berlin,22:36,0,12.92,Restaurant,56,Desktop
TXN5657,CUST471,2809.12,GBP,09/14/2023,Debit,Electronics,MER370,Pending,Credit Card,Paris,23:49,0,39.61,Physical Store,45,ATM
TXN1599,CUST337,1557.25,USD,01/23/2023,Debit,Healthcare,MER960,Failed,Debit Card,Toronto,04:35,1,25.04,Physical Store,21,Mobile
TXN6199,CUST280,504.2,GBP,10/13/2023,Debit,Entertainment,MER674,Pending,E-Wallet,Tokyo,19:59,1,35.35,Physical Store,47,Mobile
TXN2933,CUST595,2846.74,EUR,10/19/2023,Debit,Clothing,MER622,Completed,E-Wallet,Toronto,07:53,0,5.3,Online Retailer,19,Mobile
TXN7954,CUST779,3760.4,USD,02/22/2023,Debit,Entertainment,MER759,Pending,Debit Card,New York,18:52,1,5.85,Physical Store,72,ATM
TXN9399,CUST316,1687.81,GBP,08/22/2023,Credit,Clothing,MER202,Failed,Debit Card,Paris,23:48,0,22.93,Physical Store,27,ATM
TXN1428,CUST939,2512.79,USD,11/01/2023,Debit,Healthcare,MER975,Failed,E-Wallet,Toronto,23:58,0,28.42,Restaurant,30,ATM
TXN7866,CUST740,2414.27,USD,03/27/2023,Debit,Entertainment,MER119,Pending,Bank Transfer,Tokyo,22:22,1,2.3,Bank,24,Mobile
TXN9445,CUST602,1547.87,GBP,03/01/2023,Debit,Healthcare,MER790,Failed,Debit Card,Tokyo,23:11,1,10.49,Restaurant,48,Desktop
TXN7782,CUST749,2231.19,EUR,09/15/2023,Credit,Groceries,MER869,Completed,E-Wallet,Tokyo,20:34,1,41.56,Online Retailer,67,Mobile
TXN2858,CUST797,4388.04,GBP,05/17/2023,Credit,Electronics,MER245,Pending,Credit Card,Berlin,23:02,1,8.75,Bank,53,Mobile
TXN5068,CUST373,4867.06,GBP,02/23/2023,Debit,Entertainment,MER848,Pending,E-Wallet,Berlin,23:08,1,41.12,Physical Store,55,Mobile
TXN5007,CUST346,2994.81,EUR,02/19/2023,Credit,Electronics,MER772,Failed,Bank Transfer,London,13:41,0,43.34,Restaurant,57,Mobile
TXN5896,CUST474,3412.52,USD,04/21/2023,Debit,Clothing,MER600,Pending,Credit Card,London,21:57,1,14.32,Physical Store,37,Mobile
TXN7591,CUST717,3222.27,EUR,03/27/2023,Debit,Healthcare,MER227,Completed,Bank Transfer,Berlin,14:31,0,26.74,Restaurant,31,ATM
TXN7223,CUST776,1893.56,USD,07/22/2023,Debit,Groceries,MER502,Failed,Debit Card,London,20:10,0,37.01,Bank,22,Mobile
TXN8104,CUST418,3163.01,USD,01/17/2023,Debit,Travel,MER724,Completed,Bank Transfer,Berlin,18:01,1,4.94,Restaurant,41,Mobile
TXN9722,CUST859,744.27,GBP,10/24/2023,Credit,Electronics,MER134,Completed,Debit Card,New York,08:24,0,11.63,Bank,24,Mobile
TXN8243,CUST930,2389.97,EUR,01/13/2023,Credit,Entertainment,MER139,Completed,E-Wallet,Paris,11:08,1,6.99,Restaurant,21,ATM
TXN5664,CUST775,848.81,USD,02/22/2023,Credit,Electronics,MER544,Completed,E-Wallet,Berlin,12:20,0,12.15,Bank,43,Mobile
TXN3314,CUST499,3117.14,GBP,06/02/2023,Debit,Electronics,MER893,Failed,Debit Card,New York,02:22,1,7.95,Restaurant,57,Mobile
TXN8988,CUST591,1516.67,EUR,12/11/2023,Credit,Entertainment,MER855,Pending,Bank Transfer,Paris,07:30,0,48.6,Bank,34,Desktop
TXN9992,CUST778,4632.37,EUR,08/13/2023,Debit,Healthcare,MER685,Failed,Debit Card,Tokyo,06:14,1,20.42,Restaurant,75,Mobile
TXN7596,CUST724,2948.75,GBP,06/26/2023,Credit,Clothing,MER483,Pending,Debit Card,New York,14:05,0,31.79,Bank,40,Mobile
TXN8656,CUST118,4494.74,EUR,07/27/2023,Debit,Healthcare,MER307,Pending,Credit Card,Tokyo,12:28,1,22.3,Physical Store,23,ATM
TXN8685,CUST994,2975.68,GBP,08/07/2023,Debit,Healthcare,MER357,Failed,Credit Card,London,23:29,1,44.75,Restaurant,29,Mobile
TXN4337,CUST666,899.85,USD,05/12/2023,Credit,Groceries,MER693,Completed,Credit Card,Berlin,15:07,0,10.15,Restaurant,75,Desktop
TXN2506,CUST265,1789.42,USD,10/27/2023,Debit,Healthcare,MER292,Failed,Debit Card,Berlin,19:10,0,41.3,Online Retailer,73,Mobile
TXN8493,CUST680,2943.81,EUR,05/16/2023,Credit,Electronics,MER721,Pending,E-Wallet,Toronto,14:05,0,37.54,Bank,42,Desktop
TXN8310,CUST493,3417.84,USD,10/26/2023,Debit,Clothing,MER288,Completed,E-Wallet,Berlin,06:24,0,44.88,Online Retailer,73,Mobile
TXN3858,CUST167,4003.2,EUR,02/04/2023,Credit,Travel,MER457,Failed,Credit Card,Tokyo,02:54,0,33.07,Restaurant,50,Desktop
TXN4744,CUST330,4025.75,EUR,08/26/2023,Debit,Travel,MER793,Pending,Debit Card,New York,10:50,0,0.78,Restaurant,52,Mobile
TXN8488,CUST921,4775.86,GBP,10/24/2023,Credit,Groceries,MER227,Completed,Credit Card,Toronto,23:34,1,44.18,Restaurant,43,ATM
TXN5517,CUST579,1179.62,GBP,08/19/2023,Debit,Groceries,MER595,Pending,Bank Transfer,London,06:20,1,33.58,Physical Store,60,Desktop
TXN2263,CUST388,1446.79,GBP,02/19/2023,Credit,Electronics,MER835,Completed,Credit Card,Paris,07:40,0,15.71,Online Retailer,54,Desktop
TXN7579,CUST437,4405.28,EUR,02/16/2023,Credit,Groceries,MER109,Pending,E-Wallet,Paris,05:29,1,26.33,Physical Store,40,Mobile
TXN2433,CUST776,1500.65,EUR,10/28/2023,Debit,Entertainment,MER131,Failed,Credit Card,Berlin,22:31,0,4.2,Bank,63,ATM
TXN8909,CUST598,2764.47,USD,08/22/2023,Debit,Electronics,MER627,Pending,Debit Card,Paris,10:05,0,39.06,Bank,72,Mobile
TXN6440,CUST990,2228.2,EUR,01/23/2023,Debit,Clothing,MER502,Failed,Debit Card,Berlin,23:24,0,22.22,Bank,39,ATM
TXN9807,CUST863,1290.16,USD,04/11/2023,Debit,Entertainment,MER198,Pending,E-Wallet,New York,06:00,1,47.05,Physical Store,20,Mobile
TXN7493,CUST933,256.82,EUR,12/02/2023,Debit,Travel,MER860,Completed,E-Wallet,Berlin,11:33,0,42.58,Restaurant,41,ATM
TXN5380,CUST690,218.52,USD,09/16/2023,Debit,Travel,MER840,Completed,Debit Card,London,22:39,0,24.65,Online Retailer,69,ATM
TXN4585,CUST371,890.13,GBP,05/16/2023,Credit,Clothing,MER925,Failed,Credit Card,Berlin,15:20,0,35.35,Bank,36,Desktop
TXN1988,CUST342,4254.85,EUR,11/03/2023,Credit,Healthcare,MER175,Failed,Credit Card,London,06:16,0,17.41,Restaurant,40,ATM
TXN9832,CUST550,315.86,GBP,12/06/2023,Debit,Groceries,MER910,Pending,Credit Card,Berlin,19:16,1,18.67,Bank,64,Desktop
TXN7741,CUST130,888.61,USD,09/25/2023,Debit,Groceries,MER145,Failed,Credit Card,Toronto,10:19,1,3.86,Restaurant,49,Desktop
TXN4101,CUST174,4029.68,EUR,01/02/2023,Credit,Healthcare,MER754,Pending,Bank Transfer,New York,11:02,0,5.4,Physical Store,29,Desktop
TXN6713,CUST799,3161.21,EUR,08/23/2023,Credit,Electronics,MER122,Pending,Bank Transfer,New York,20:49,1,46.46,Bank,63,Mobile
TXN1161,CUST197,1549.78,EUR,09/18/2023,Debit,Groceries,MER135,Pending,Debit Card,Paris,13:28,1,39.07,Bank,39,Mobile
TXN8919,CUST540,1260.51,GBP,05/28/2023,Debit,Electronics,MER953,Pending,Credit Card,New York,01:17,1,42.79,Restaurant,40,Mobile
TXN7364,CUST842,1916.72,USD,01/26/2023,Debit,Entertainment,MER957,Failed,Debit Card,Toronto,23:24,1,28.4,Restaurant,43,Desktop
TXN1743,CUST410,3887.52,USD,06/10/2023,Credit,Electronics,MER427,Failed,Debit Card,Berlin,11:52,1,30.48,Online Retailer,42,Desktop
TXN8110,CUST351,1973.11,GBP,10/20/2023,Credit,Groceries,MER808,Failed,Debit Card,Berlin,07:25,1,38.69,Physical Store,50,Desktop
TXN6422,CUST310,2286.95,EUR,09/27/2023,Credit,Electronics,MER953,Pending,Debit Card,Tokyo,12:22,1,27.96,Bank,60,Desktop
TXN9196,CUST939,1336.42,EUR,04/15/2023,Credit,Groceries,MER749,Failed,E-Wallet,Tokyo,04:45,0,18.21,Restaurant,60,Mobile
TXN6392,CUST177,3666.33,EUR,03/14/2023,Credit,Clothing,MER182,Failed,Credit Card,Berlin,17:16,1,26.22,Restaurant,31,ATM
TXN3900,CUST444,2158.67,GBP,05/17/2023,Credit,Clothing,MER690,Failed,E-Wallet,Toronto,09:55,1,20.31,Restaurant,44,Desktop
TXN1767,CUST450,3551.92,EUR,02/18/2023,Credit,Travel,MER941,Pending,Bank Transfer,Berlin,02:19,0,42.86,Online Retailer,44,ATM
TXN4330,CUST664,4128.22,EUR,11/20/2023,Debit,Healthcare,MER602,Completed,Credit Card,Tokyo,21:27,0,10.02,Physical Store,51,Mobile
TXN3318,CUST635,4495.36,EUR,06/04/2023,Debit,Clothing,MER105,Pending,Bank Transfer,Berlin,21:56,1,32.48,Bank,64,ATM
TXN2608,CUST985,3862.09,EUR,05/21/2023,Debit,Groceries,MER223,Failed,Debit Card,Berlin,12:35,1,42.26,Physical Store,33,ATM
TXN3514,CUST679,3343.47,USD,12/27/2023,Credit,Healthcare,MER844,Failed,E-Wallet,Tokyo,10:48,0,19.31,Online Retailer,51,Desktop
TXN5325,CUST746,1470.07,EUR,08/11/2023,Credit,Electronics,MER667,Failed,Debit Card,Paris,15:20,0,9.48,Bank,38,Desktop
TXN5142,CUST276,1318.36,EUR,10/10/2023,Debit,Entertainment,MER768,Completed,E-Wallet,London,22:56,1,9.83,Bank,60,ATM
TXN4025,CUST137,4732.31,USD,09/09/2023,Debit,Groceries,MER739,Completed,Bank Transfer,New York,07:49,0,32.79,Bank,20,ATM
TXN3167,CUST176,1877.64,GBP,02/03/2023,Debit,Electronics,MER501,Completed,Debit Card,London,14:01,1,17.18,Restaurant,67,ATM
TXN7676,CUST776,1734.76,EUR,11/28/2023,Debit,Clothing,MER128,Completed,Credit Card,Tokyo,17:51,0,13.9,Restaurant,51,Desktop
TXN4412,CUST353,3843.46,GBP,01/16/2023,Credit,Entertainment,MER185,Failed,Credit Card,New York,12:45,1,41.45,Bank,23,Mobile
TXN2958,CUST407,3020.82,USD,12/25/2023,Debit,Travel,MER177,Failed,E-Wallet,Paris,15:32,0,43.57,Online Retailer,39,Desktop
TXN9285,CUST168,4885.64,EUR,05/19/2023,Credit,Electronics,MER983,Completed,E-Wallet,London,00:01,0,7.94,Bank,51,ATM
TXN6263,CUST518,690.36,EUR,09/11/2023,Debit,Electronics,MER332,Completed,Debit Card,Berlin,07:59,1,7.58,Physical Store,65,Mobile
TXN2732,CUST898,864.29,EUR,12/14/2023,Debit,Healthcare,MER276,Failed,Credit Card,Tokyo,05:02,1,13.02,Physical Store,36,Mobile
TXN6906,CUST142,3960.98,GBP,06/04/2023,Credit,Groceries,MER903,Failed,Debit Card,Tokyo,17:01,0,23.5,Physical Store,36,Desktop
TXN2268,CUST322,3059.88,USD,02/24/2023,Debit,Clothing,MER587,Failed,Debit Card,New York,08:11,0,5.4,Bank,62,Mobile
TXN7389,CUST790,1897.1,GBP,02/20/2023,Debit,Healthcare,MER496,Completed,E-Wallet,London,06:24,1,8.59,Online Retailer,35,ATM
TXN6488,CUST951,4694.21,EUR,04/09/2023,Credit,Clothing,MER392,Completed,Bank Transfer,Berlin,04:05,1,17.96,Physical Store,64,Desktop
TXN5628,CUST281,58.99,GBP,06/25/2023,Credit,Electronics,MER782,Failed,Credit Card,London,14:44,1,38.53,Bank,36,Mobile
TXN5830,CUST147,72.36,USD,07/26/2023,Debit,Clothing,MER681,Pending,E-Wallet,Toronto,22:13,0,15.98,Restaurant,54,ATM
TXN9021,CUST550,45.99,EUR,04/16/2023,Debit,Entertainment,MER771,Completed,E-Wallet,Tokyo,19:22,0,3.8,Online Retailer,27,Mobile
TXN4370,CUST124,294.72,EUR,04/17/2023,Credit,Travel,MER188,Pending,E-Wallet,Paris,20:38,1,1.01,Restaurant,38,Mobile
TXN1525,CUST982,3972.16,EUR,12/02/2023,Credit,Entertainment,MER473,Failed,E-Wallet,London,03:10,0,42.65,Physical Store,39,ATM
TXN4882,CUST409,2571.36,GBP,04/16/2023,Debit,Electronics,MER283,Completed,Credit Card,Tokyo,07:38,0,1.36,Physical Store,61,Mobile
TXN4319,CUST937,381.98,USD,06/03/2023,Debit,Travel,MER887,Failed,Debit Card,New York,01:02,0,12.19,Physical Store,29,Desktop
TXN1372,CUST799,49.81,GBP,12/18/2023,Debit,Healthcare,MER781,Failed,E-Wallet,London,09:56,1,43.83,Online Retailer,55,Desktop
TXN9467,CUST148,2950.17,EUR,10/26/2023,Debit,Clothing,MER205,Pending,Bank Transfer,Berlin,21:12,0,45.42,Physical Store,33,Mobile
TXN6308,CUST842,2051.4,EUR,07/17/2023,Credit,Groceries,MER542,Failed,Debit Card,Paris,14:47,0,22.55,Bank,55,ATM
TXN4078,CUST931,202.1,USD,04/01/2023,Debit,Travel,MER164,Pending,Credit Card,London,01:31,1,4.73,Physical Store,30,Desktop
TXN4881,CUST411,4685.58,USD,11/11/2023,Debit,Groceries,MER989,Pending,Debit Card,Berlin,18:38,1,42.33,Bank,22,Desktop
TXN8595,CUST647,3380.02,EUR,01/11/2023,Debit,Travel,MER650,Completed,E-Wallet,London,11:30,0,15.33,Physical Store,61,Mobile
TXN6624,CUST395,2209.39,GBP,01/14/2023,Credit,Groceries,MER468,Failed,Bank Transfer,Tokyo,21:29,1,3.49,Restaurant,66,ATM
TXN4900,CUST389,2250.43,GBP,11/22/2023,Credit,Electronics,MER670,Pending,Bank Transfer,Tokyo,13:47,0,1.39,Restaurant,58,ATM
TXN3064,CUST195,1968.16,GBP,09/03/2023,Debit,Travel,MER681,Completed,Debit Card,Berlin,21:41,1,18.46,Physical Store,58,ATM
TXN7228,CUST970,1969.6,GBP,11/19/2023,Debit,Electronics,MER975,Completed,Debit Card,London,00:09,1,23.89,Bank,30,Desktop
TXN8205,CUST967,56.02,GBP,09/22/2023,Credit,Entertainment,MER742,Completed,Bank Transfer,Paris,08:58,0,5.5,Restaurant,50,Desktop
TXN9193,CUST808,4006.59,EUR,03/11/2023,Credit,Travel,MER358,Completed,Bank Transfer,Berlin,11:58,0,9.31,Online Retailer,50,ATM
TXN2504,CUST193,3432.95,USD,07/09/2023,Debit,Travel,MER239,Pending,Debit Card,Tokyo,06:36,0,16.3,Bank,23,Mobile
